autono,stor,kind,color,farz,unit,no_s,da_s,to,name,qu_s,pr_s,pr_sd,d,no_i,pr_sa,a,bonus,det,da_exp,qu_s2,mandob,company,pr_c,marg,da_st,serfrom,serto,duration,duration2,da_expcode,aimname,d2,Prn,closed,sorttime,qu2,kindtel,exported
-1153351399,"رئيسى","عام","لا","لا","قطعة",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","شنطة ملاعق بفاري 84 ق",2.0000000000000000e+00,1.1500000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:41:47",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:41:47",1.0000,"عميل","0"
339011430,"رئيسى","عام","لا","لا","طقم",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","ارشا 30 ق",1.0000000000000000e+00,6.5000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:42:08",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:42:08",1.0000,"عميل","0"
1890734319,"رئيسى","عام","لا","لا","طقم",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","بابيلا طقم كنك جرانيت الحداد",2.0000000000000000e+00,2.2000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:42:40",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:42:40",1.0000,"عميل","0"
-724634620,"رئيسى","عام","لا","لا","قطعه",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","كنك جرانيت",2.0000000000000000e+00,1.5500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:43:22",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:43:22",8.0000,"عميل","0"
1151106229,"رئيسى","عام","لا","لا","قطعه",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","توزيع سيلكون الاندلس",2.0000000000000000e+00,2.0500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:43:49",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:43:49",6.0000,"عميل","0"
197954002,"رئيسى","عام","لا","لا","قطعه",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","طقم كنك استيل الرحمة",2.0000000000000000e+00,1.5000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:44:27",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:44:27",8.0000,"عميل","0"
-1320753685,"رئيسى","عام","لا","لا","طقم",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","توزيع سيلكون عادى",2.0000000000000000e+00,1.3000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:44:49",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:44:49",24.0000,"عميل","0"
-3699632,"رئيسى","عام","لا","لا","قطعه",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","توزيع استيل عادى",2.0000000000000000e+00,1.6000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:45:19",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:45:19",24.0000,"عميل","0"
-1037858287,"رئيسى","عام","لا","لا","قطعة",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","مج كافيه 6*1ع حامل 6ق",2.0000000000000000e+00,1.7000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:45:57",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:45:57",1.0000,"عميل","0"
-41252098,"رئيسى","عام","لا","لا","قطعة",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","سكينه الكباس",2.0000000000000000e+00,3.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:46:28",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:46:28",1.0000,"عميل","0"
1404740263,"رئيسى","عام","لا","لا","قطعه",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","كارت سكينة جرانيت",2.0000000000000000e+00,9.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:46:57",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:46:57",10.0000,"عميل","0"
212902236,"رئيسى","عام","لا","لا","علبه",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","كرت سكينه 5*1",2.0000000000000000e+00,1.2500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:47:29",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:47:29",10.0000,"عميل","0"
1996817709,"رئيسى","عام","لا","لا","قطعة",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","صنية هندي 2",2.0000000000000000e+00,9.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:49:52",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:49:52",1.0000,"عميل","0"
-1731701014,"رئيسى","عام","لا","لا","قطعة",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","صنية نحاسي",1.0000000000000000e+00,2.6000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:50:09",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:50:09",1.0000,"عميل","0"
-2117237981,"رئيسى","عام","لا","لا","طقم",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","طقم صنيه استيل ارشا",1.0000000000000000e+00,6.5000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:50:25",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:50:25",1.0000,"عميل","0"
-827228376,"رئيسى","عام","لا","لا","قطعه",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","صنية الحداد 2 ق",1.0000000000000000e+00,3.8000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:50:54",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:50:54",8.0000,"عميل","0"
-814659063,"رئيسى","عام","لا","لا","قطعة",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","صنيه استيل 2ق",1.0000000000000000e+00,2.5000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:51:14",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:51:14",1.0000,"عميل","0"
1420695958,"رئيسى","عام","لا","لا","قطعه",2.7000000000000000e+01,"12/11/21 00:00:00","ابو ماضى بلقاس","صنيه استيل عادى",1.0000000000000000e+00,2.5000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"23",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:51:35",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:51:35",6.0000,"عميل","0"
-451272166,"رئيسى","عام","لا","لا","قطعه",2.9000000000000000e+01,"12/11/21 00:00:00","اولاد ابو عامر","مج ديجتال ساده",4.0000000000000000e+00,5.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"24",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:07:09",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:07:09",50.0000,"عميل","0"
1153129107,"رئيسى","عام","لا","لا","قطعه",2.9000000000000000e+01,"12/11/21 00:00:00","اولاد ابو عامر","ماسك سيلكون ك",4.0000000000000000e+00,1.8000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"24",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:07:23",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:07:23",12.0000,"عميل","0"
1846476248,"رئيسى","عام","لا","لا","قطعه",2.9000000000000000e+01,"12/11/21 00:00:00","اولاد ابو عامر","ماسك استيل كبير",3.0000000000000000e+00,1.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"24",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:07:48",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:07:48",12.0000,"عميل","0"
246591225,"رئيسى","عام","لا","لا","قطعه",2.9000000000000000e+01,"12/11/21 00:00:00","اولاد ابو عامر","ماسك استيل وسط",3.0000000000000000e+00,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"24",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:08:05",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:08:05",12.0000,"عميل","0"
-1076070458,"رئيسى","عام","لا","لا","قطعه",2.9000000000000000e+01,"12/11/21 00:00:00","اولاد ابو عامر","توزيع سيلكون فردى صب",9.0000000000000000e+00,2.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"24",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:08:38",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:08:38",12.0000,"عميل","0"
1625092559,"رئيسى","عام","لا","لا","قطعة",2.9000000000000000e+01,"12/11/21 00:00:00","اولاد ابو عامر","ترمس شاى",1.0000000000000000e+00,1.4000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"24",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:08:56",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:08:56",1.0000,"عميل","0"
819362660,"رئيسى","عام","لا","لا","قطعه",2.9000000000000000e+01,"12/11/21 00:00:00","اولاد ابو عامر","مضرب بيض",6.0000000000000000e+00,9.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,"24",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:09:12",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:09:12",12.0000,"عميل","0"
764381333,"رئيسى","عام","لا","لا","طقم",2.9000000000000000e+01,"12/11/21 00:00:00","اولاد ابو عامر","حافظ طعام خشبى",2.0000000000000000e+00,1.8000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"24",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:09:36",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:09:36",6.0000,"عميل","0"
-214900686,"رئيسى","عام","لا","لا","قطعة",2.9000000000000000e+01,"12/11/21 00:00:00","اولاد ابو عامر","مج شوربة 4*1ع حامل 4ق",1.0000000000000000e+00,1.7000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"24",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:09:59",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:09:59",1.0000,"عميل","0"
-555280894,"رئيسى","عام","لا","لا","قطعة",3.0000000000000000e+01,"12/11/21 00:00:00","اولاد ابوصابر","صنية نحاسي",1.0000000000000000e+00,2.6000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"25",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 22:17:18",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 22:17:18",1.0000,"عميل","0"
-1025201573,"رئيسى","عام","لا","لا","علبه",3.0000000000000000e+01,"12/11/21 00:00:00","اولاد ابوصابر","سكينة فراولة ص",1.0000000000000000e+00,1.1500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"25",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 22:17:35",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 22:17:35",1.0000,"عميل","0"
-1023429632,"رئيسى","عام","لا","لا","قطعه",3.0000000000000000e+01,"12/11/21 00:00:00","اولاد ابوصابر","توزيع سيلكون فردى صب",1.8000000000000000e+01,2.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"25",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 22:17:58",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 22:17:58",12.0000,"عميل","0"
1802571287,"رئيسى","عام","لا","لا","قطعه",3.1000000000000000e+01,"12/11/21 00:00:00","البيت بيتك","توزيع سيلكون فردى صب",3.6000000000000000e+01,2.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"26",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 22:18:50",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 22:18:50",12.0000,"عميل","0"
-934796276,"رئيسى","عام","لا","لا","طقم",3.1000000000000000e+01,"12/11/21 00:00:00","البيت بيتك","حافظ طعام خشبى",2.0000000000000000e+00,1.8000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"26",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 22:19:06",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 22:19:06",6.0000,"عميل","0"
-871293411,"رئيسى","عام","لا","لا","دستة",3.1000000000000000e+01,"12/11/21 00:00:00","البيت بيتك","مضرب بيض",1.0000000000000000e+00,1.0800000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"26",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 22:19:50",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 22:19:50",1.0000,"عميل","0"
-162506470,"رئيسى","عام","لا","لا","طقم",3.1000000000000000e+01,"12/11/21 00:00:00","البيت بيتك","بابيلا طقم كنك جرانيت الحداد",2.0000000000000000e+00,2.2000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"26",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 22:20:43",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 22:20:43",1.0000,"عميل","0"
-1062402669,"رئيسى","عام","لا","لا","طقم",3.1000000000000000e+01,"12/11/21 00:00:00","البيت بيتك","فيفالدى طقم كنك استيل بيد خشب",2.0000000000000000e+00,2.0500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"26",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 22:21:20",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 22:21:20",1.0000,"عميل","0"
388762840,"رئيسى","عام","لا","لا","قطعة",3.1000000000000000e+01,"12/11/21 00:00:00","البيت بيتك","ترمس شاى",2.0000000000000000e+00,1.3000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"26",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 22:21:34",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 22:21:34",1.0000,"عميل","0"
-1538764295,"رئيسى","عام","لا","لا","قطعه",3.1000000000000000e+01,"12/11/21 00:00:00","البيت بيتك","ماسك سيلكون ك",6.0000000000000000e+00,1.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"26",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 22:22:05",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 22:22:05",12.0000,"عميل","0"
26217062,"رئيسى","عام","لا","لا","قطعه",3.2000000000000000e+01,"12/30/21 00:00:00","دريم هاوس","توزيع سيلكون فردى صب",9.0000000000000000e+00,2.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"27",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 17:39:06",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 17:39:06",12.0000,"عميل","0"
-886474769,"رئيسى","عام","لا","لا","قطعة",3.2000000000000000e+01,"12/30/21 00:00:00","دريم هاوس","ترمس شاى",1.0000000000000000e+00,1.4000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"27",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 17:39:31",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 17:39:31",1.0000,"عميل","0"
-1999974652,"رئيسى","عام","لا","لا","علبه",3.2000000000000000e+01,"12/30/21 00:00:00","دريم هاوس","كرت سكينه 5*1",1.0000000000000000e+00,1.2500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"27",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 17:39:55",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 17:39:55",10.0000,"عميل","0"
-291243083,"رئيسى","عام","لا","لا","قطعه",3.2000000000000000e+01,"12/30/21 00:00:00","دريم هاوس","مضرب نسكافية",3.0000000000000000e+00,1.6000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"27",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 17:41:32",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 17:41:32",12.0000,"عميل","0"
-1626400944,"رئيسى","عام","لا","لا","قطعه",3.3000000000000000e+01,"12/30/21 00:00:00","قصر العروسه البصارطه","غلاية الاسباني الوان",2.0000000000000000e+00,1.8000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"28",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 17:42:48",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 17:42:48",8.0000,"عميل","0"
1642663422,"رئيسى","عام","لا","لا","قطعه",3.3000000000000000e+01,"12/30/21 00:00:00","قصر العروسه البصارطه","كذالك يد خشب ك",6.0000000000000000e+00,1.2000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"28",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 17:43:18",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 17:43:18",24.0000,"عميل","0"
-1576425049,"رئيسى","عام","لا","لا","قطعة",3.3000000000000000e+01,"12/30/21 00:00:00","قصر العروسه البصارطه","ترمس شاى",1.0000000000000000e+00,1.4000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"28",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 17:43:37",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 17:43:37",1.0000,"عميل","0"
-1864442788,"رئيسى","عام","لا","لا","قطعة",3.3000000000000000e+01,"12/30/21 00:00:00","قصر العروسه البصارطه","عمود طعام",1.0000000000000000e+00,7.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"28",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 17:22:10",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 17:43:56",1.0000,"عميل","0"
-64527315,"رئيسى","عام","لا","لا","قطعة",3.3000000000000000e+01,"12/30/21 00:00:00","قصر العروسه البصارطه","صنية نحاسي",1.0000000000000000e+00,2.6000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"28",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 17:44:10",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 17:44:10",1.0000,"عميل","0"
-1590883862,"رئيسى","عام","لا","لا","قطعة",3.3000000000000000e+01,"12/30/21 00:00:00","قصر العروسه البصارطه","صنيه خشب الهنا",1.0000000000000000e+00,2.2000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"28",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 17:44:26",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 17:44:26",1.0000,"عميل","0"
